sampleTime, isHotThroughputUtilization,queueSize
+2.66975e+08ns, 0,3317
+2.67e+08ns, 0,3317
+2.67025e+08ns, 0,3317
+2.6705e+08ns, 0,3317
+2.67075e+08ns, 0,3317
+2.671e+08ns, 0,3317
+2.67125e+08ns, 0,3319
+2.6715e+08ns, 0,3321
+2.67175e+08ns, 0,3322
+2.672e+08ns, 0,3322
+2.67225e+08ns, 0,3322
+2.6725e+08ns, 0,3322
+2.67275e+08ns, 0,3322
+2.673e+08ns, 0,3322
+2.67325e+08ns, 0,3322
+2.6735e+08ns, 0,3322
+2.67375e+08ns, 0,3322
+2.674e+08ns, 0,3322
+2.67425e+08ns, 0,3324
+2.6745e+08ns, 0,3324
+2.67475e+08ns, 0,3324
+2.675e+08ns, 0,3324
+2.67525e+08ns, 0,3324
+2.6755e+08ns, 0,3324
+2.67575e+08ns, 0,3324
+2.676e+08ns, 0,3324
+2.67625e+08ns, 0,3325
+2.6765e+08ns, 0,3325
+2.67675e+08ns, 0,3326
+2.677e+08ns, 0,3326
+2.67725e+08ns, 0,3326
+2.6775e+08ns, 0,3327
+2.67775e+08ns, 0,3330
+2.678e+08ns, 0,3330
+2.67825e+08ns, 0,3330
+2.6785e+08ns, 0,3330
+2.67875e+08ns, 0,3330
+2.679e+08ns, 0,3331
+2.67925e+08ns, 0,3331
+2.6795e+08ns, 0,3331
+2.67975e+08ns, 0,3332
+2.68e+08ns, 0,3332
+2.68025e+08ns, 0,3332
+2.6805e+08ns, 0,3335
+2.68075e+08ns, 0,3335
+2.681e+08ns, 0,3335
+2.68125e+08ns, 0,3335
+2.6815e+08ns, 0,3335
+2.68175e+08ns, 0,3336
+2.682e+08ns, 0,3337
+2.68225e+08ns, 0,3338
+2.6825e+08ns, 0,3338
+2.68275e+08ns, 0,3340
+2.683e+08ns, 0,3342
+2.68325e+08ns, 0,3342
+2.6835e+08ns, 0,3342
+2.68375e+08ns, 0,3343
+2.684e+08ns, 0,3344
+2.68425e+08ns, 0,3345
+2.6845e+08ns, 0,3345
+2.68475e+08ns, 0,3345
+2.685e+08ns, 0,3345
+2.68525e+08ns, 0,3345
+2.6855e+08ns, 0,3345
+2.68575e+08ns, 0,3345
+2.686e+08ns, 0,3345
+2.68625e+08ns, 0,3345
+2.6865e+08ns, 0,3345
+2.68675e+08ns, 0,3345
+2.687e+08ns, 0,3345
+2.68725e+08ns, 0,3345
+2.6875e+08ns, 0,3345
+2.68775e+08ns, 0,3345
+2.688e+08ns, 0,3345
+2.68825e+08ns, 0,3346
+2.6885e+08ns, 0,3346
+2.68875e+08ns, 0,3347
+2.689e+08ns, 0,3347
+2.68925e+08ns, 0,3347
+2.6895e+08ns, 0,3349
+2.68975e+08ns, 0,3350
+2.69e+08ns, 0,3351
+2.69025e+08ns, 0,3352
+2.6905e+08ns, 0,3352
+2.69075e+08ns, 0,3353
+2.691e+08ns, 0,3353
+2.69125e+08ns, 0,3353
+2.6915e+08ns, 0,3353
+2.69175e+08ns, 0,3353
+2.692e+08ns, 0,3353
+2.69225e+08ns, 0,3353
+2.6925e+08ns, 0,3353
+2.69275e+08ns, 0,3353
+2.693e+08ns, 0,3353
+2.69325e+08ns, 0,3353
+2.6935e+08ns, 0,3353
+2.69375e+08ns, 0,3353
+2.694e+08ns, 0,3353
+2.69425e+08ns, 0,3353
+2.6945e+08ns, 0,3353
+2.69475e+08ns, 0,3353
+2.695e+08ns, 0,3353
+2.69525e+08ns, 0,3353
+2.6955e+08ns, 0,3353
+2.69575e+08ns, 0,3353
+2.696e+08ns, 0,3353
+2.69625e+08ns, 0,3353
+2.6965e+08ns, 0,3353
+2.69675e+08ns, 0,3353
+2.697e+08ns, 0,3353
+2.69725e+08ns, 0,3353
+2.6975e+08ns, 0,3353
+2.69775e+08ns, 0,3353
+2.698e+08ns, 0,3353
+2.69825e+08ns, 0,3353
+2.6985e+08ns, 0,3353
+2.69875e+08ns, 0,3353
+2.699e+08ns, 0,3353
+2.69925e+08ns, 0,3353
+2.6995e+08ns, 0,3353
+2.69975e+08ns, 0,3353
+2.7e+08ns, 0,3353
+2.70025e+08ns, 0,3353
+2.7005e+08ns, 0,3353
+2.70075e+08ns, 0,3353
+2.701e+08ns, 0,3353
+2.70125e+08ns, 0,3353
+2.7015e+08ns, 0,3353
+2.70175e+08ns, 0,3353
+2.702e+08ns, 0,3353
+2.70225e+08ns, 0,3353
+2.7025e+08ns, 0,3353
+2.70275e+08ns, 0,3353
+2.703e+08ns, 0,3353
+2.70325e+08ns, 0,3353
+2.7035e+08ns, 0,3353
+2.70375e+08ns, 0,3353
+2.704e+08ns, 0,3353
+2.70425e+08ns, 0,3353
+2.7045e+08ns, 0,3353
+2.70475e+08ns, 0,3353
+2.705e+08ns, 0,3353
+2.70525e+08ns, 0,3353
+2.7055e+08ns, 0,3353
+2.70575e+08ns, 0,3353
+2.706e+08ns, 0,3353
+2.70625e+08ns, 0,3354
+2.7065e+08ns, 0,3354
+2.70675e+08ns, 0,3354
+2.707e+08ns, 0,3354
+2.70725e+08ns, 0,3354
+2.7075e+08ns, 0,3355
+2.70775e+08ns, 0,3355
+2.708e+08ns, 0,3356
+2.70825e+08ns, 0,3356
+2.7085e+08ns, 0,3356
+2.70875e+08ns, 0,3356
+2.709e+08ns, 0,3356
+2.70925e+08ns, 0,3356
+2.7095e+08ns, 0,3357
+2.70975e+08ns, 0,3359
+2.71e+08ns, 0,3359
+2.71025e+08ns, 0,3359
+2.7105e+08ns, 0,3359
+2.71075e+08ns, 0,3361
+2.711e+08ns, 0,3362
+2.71125e+08ns, 0,3363
+2.7115e+08ns, 0,3366
+2.71175e+08ns, 0,3366
+2.712e+08ns, 0,3367
+2.71225e+08ns, 0,3367
+2.7125e+08ns, 0,3367
+2.71275e+08ns, 0,3367
+2.713e+08ns, 0,3367
+2.71325e+08ns, 0,3368
+2.7135e+08ns, 0,3370
+2.71375e+08ns, 0,3370
+2.714e+08ns, 0,3370
+2.71425e+08ns, 0,3373
+2.7145e+08ns, 0,3373
+2.71475e+08ns, 0,3373
+2.715e+08ns, 0,3373
+2.71525e+08ns, 0,3373
+2.7155e+08ns, 0,3373
+2.71575e+08ns, 0,3374
+2.716e+08ns, 0,3374
+2.71625e+08ns, 0,3375
+2.7165e+08ns, 0,3376
+2.71675e+08ns, 0,3376
+2.717e+08ns, 0,3377
+2.71725e+08ns, 0,3377
+2.7175e+08ns, 0,3378
+2.71775e+08ns, 0,3379
+2.718e+08ns, 0,3379
+2.71825e+08ns, 0,3379
+2.7185e+08ns, 0,3379
+2.71875e+08ns, 0,3379
+2.719e+08ns, 0,3379
+2.71925e+08ns, 0,3379
+2.7195e+08ns, 0,3379
+2.71975e+08ns, 0,3379
+2.72e+08ns, 0,3379
+2.72025e+08ns, 0,3379
+2.7205e+08ns, 0,3379
+2.72075e+08ns, 0,3379
+2.721e+08ns, 0,3379
+2.72125e+08ns, 0,3379
+2.7215e+08ns, 0,3379
+2.72175e+08ns, 0,3379
+2.722e+08ns, 0,3379
+2.72225e+08ns, 0,3379
+2.7225e+08ns, 0,3379
+2.72275e+08ns, 0,3379
+2.723e+08ns, 0,3379
+2.72325e+08ns, 0,3379
+2.7235e+08ns, 0,3379
+2.72375e+08ns, 0,3379
+2.724e+08ns, 0,3379
+2.72425e+08ns, 0,3379
+2.7245e+08ns, 0,3379
+2.72475e+08ns, 0,3379
+2.725e+08ns, 0,3379
+2.72525e+08ns, 0,3379
+2.7255e+08ns, 0,3379
+2.72575e+08ns, 0,3379
+2.726e+08ns, 0,3379
+2.72625e+08ns, 0,3382
+2.7265e+08ns, 0,3382
+2.72675e+08ns, 0,3382
+2.727e+08ns, 0,3382
+2.72725e+08ns, 0,3383
+2.7275e+08ns, 0,3384
+2.72775e+08ns, 0,3384
+2.728e+08ns, 0,3384
+2.72825e+08ns, 0,3385
+2.7285e+08ns, 0,3387
+2.72875e+08ns, 0,3389
+2.729e+08ns, 0,3389
+2.72925e+08ns, 0,3389
+2.7295e+08ns, 0,3391
+2.72975e+08ns, 0,3391
+2.73e+08ns, 0,3393
+2.73025e+08ns, 0,3396
+2.7305e+08ns, 0,3398
+2.73075e+08ns, 0,3398
+2.731e+08ns, 0,3398
+2.73125e+08ns, 0,3399
+2.7315e+08ns, 0,3399
+2.73175e+08ns, 0,3399
+2.732e+08ns, 0,3399
+2.73225e+08ns, 0,3399
+2.7325e+08ns, 0,3400
+2.73275e+08ns, 0,3400
+2.733e+08ns, 0,3400
+2.73325e+08ns, 0,3400
+2.7335e+08ns, 0,3400
+2.73375e+08ns, 0,3401
+2.734e+08ns, 0,3402
+2.73425e+08ns, 0,3402
+2.7345e+08ns, 0,3402
+2.73475e+08ns, 0,3402
+2.735e+08ns, 0,3403
+2.73525e+08ns, 0,3404
+2.7355e+08ns, 0,3404
+2.73575e+08ns, 0,3405
+2.736e+08ns, 0,3405
+2.73625e+08ns, 0,3405
+2.7365e+08ns, 0,3407
+2.73675e+08ns, 0,3407
+2.737e+08ns, 0,3407
+2.73725e+08ns, 0,3407
+2.7375e+08ns, 0,3407
+2.73775e+08ns, 0,3407
+2.738e+08ns, 0,3407
+2.73825e+08ns, 0,3407
+2.7385e+08ns, 0,3408
+2.73875e+08ns, 0,3408
+2.739e+08ns, 0,3408
+2.73925e+08ns, 0,3408
+2.7395e+08ns, 0,3408
+2.73975e+08ns, 0,3408
+2.74e+08ns, 0,3408
+2.74025e+08ns, 0,3408
+2.7405e+08ns, 0,3408
+2.74075e+08ns, 0,3408
+2.741e+08ns, 0,3408
+2.74125e+08ns, 0,3408
+2.7415e+08ns, 0,3408
+2.74175e+08ns, 0,3408
+2.742e+08ns, 0,3410
+2.74225e+08ns, 0,3410
+2.7425e+08ns, 0,3410
+2.74275e+08ns, 0,3410
+2.743e+08ns, 0,3410
+2.74325e+08ns, 0,3410
+2.7435e+08ns, 0,3410
+2.74375e+08ns, 0,3410
+2.744e+08ns, 0,3410
+2.74425e+08ns, 0,3410
+2.7445e+08ns, 0,3410
+2.74475e+08ns, 0,3410
+2.745e+08ns, 0,3410
+2.74525e+08ns, 0,3410
+2.7455e+08ns, 0,3410
+2.74575e+08ns, 0,3410
+2.746e+08ns, 0,3410
+2.74625e+08ns, 0,3410
+2.7465e+08ns, 0,3410
+2.74675e+08ns, 0,3410
+2.747e+08ns, 0,3410
+2.74725e+08ns, 0,3410
+2.7475e+08ns, 0,3410
+2.74775e+08ns, 0,3410
+2.748e+08ns, 0,3410
+2.74825e+08ns, 0,3410
+2.7485e+08ns, 0,3410
+2.74875e+08ns, 0,3410
+2.749e+08ns, 0,3410
+2.74925e+08ns, 0,3412
+2.7495e+08ns, 0,3412
+2.74975e+08ns, 0,3412
+2.75e+08ns, 0,3416
+2.75025e+08ns, 0,3416
+2.7505e+08ns, 0,3418
+2.75075e+08ns, 0,3418
+2.751e+08ns, 0,3418
+2.75125e+08ns, 0,3418
+2.7515e+08ns, 0,3418
+2.75175e+08ns, 0,3418
+2.752e+08ns, 0,3418
+2.75225e+08ns, 0,3418
+2.7525e+08ns, 0,3418
+2.75275e+08ns, 0,3418
+2.753e+08ns, 0,3418
+2.75325e+08ns, 0,3419
+2.7535e+08ns, 0,3420
+2.75375e+08ns, 0,3422
+2.754e+08ns, 0,3424
+2.75425e+08ns, 0,3424
+2.7545e+08ns, 0,3424
+2.75475e+08ns, 0,3425
+2.755e+08ns, 0,3425
+2.75525e+08ns, 0,3427
+2.7555e+08ns, 0,3427
+2.75575e+08ns, 0,3427
+2.756e+08ns, 0,3428
+2.75625e+08ns, 0,3428
+2.7565e+08ns, 0,3428
+2.75675e+08ns, 0,3428
+2.757e+08ns, 0,3428
+2.75725e+08ns, 0,3428
+2.7575e+08ns, 0,3428
+2.75775e+08ns, 0,3428
+2.758e+08ns, 0,3428
+2.75825e+08ns, 0,3428
+2.7585e+08ns, 0,3428
+2.75875e+08ns, 0,3428
+2.759e+08ns, 0,3428
+2.75925e+08ns, 0,3428
+2.7595e+08ns, 0,3428
+2.75975e+08ns, 0,3428
+2.76e+08ns, 0,3430
+2.76025e+08ns, 0,3431
+2.7605e+08ns, 0,3432
+2.76075e+08ns, 0,3436
+2.761e+08ns, 0,3437
+2.76125e+08ns, 0,3437
+2.7615e+08ns, 0,3438
+2.76175e+08ns, 0,3439
+2.762e+08ns, 0,3439
+2.76225e+08ns, 0,3439
+2.7625e+08ns, 0,3441
+2.76275e+08ns, 0,3442
+2.763e+08ns, 0,3443
+2.76325e+08ns, 0,3443
+2.7635e+08ns, 0,3443
+2.76375e+08ns, 0,3445
+2.764e+08ns, 0,3446
+2.76425e+08ns, 0,3448
+2.7645e+08ns, 0,3448
+2.76475e+08ns, 0,3450
+2.765e+08ns, 0,3452
+2.76525e+08ns, 0,3452
+2.7655e+08ns, 0,3453
+2.76575e+08ns, 0,3453
+2.766e+08ns, 0,3455
+2.76625e+08ns, 0,3455
+2.7665e+08ns, 0,3455
+2.76675e+08ns, 0,3457
+2.767e+08ns, 0,3458
+2.76725e+08ns, 0,3458
+2.7675e+08ns, 0,3459
+2.76775e+08ns, 0,3459
+2.768e+08ns, 0,3459
+2.76825e+08ns, 0,3459
+2.7685e+08ns, 0,3462
+2.76875e+08ns, 0,3462
+2.769e+08ns, 0,3462
+2.76925e+08ns, 0,3462
+2.7695e+08ns, 0,3462
+2.76975e+08ns, 0,3462
+2.77e+08ns, 0,3462
+2.77025e+08ns, 0,3462
+2.7705e+08ns, 0,3462
+2.77075e+08ns, 0,3462
+2.771e+08ns, 0,3462
+2.77125e+08ns, 0,3462
+2.7715e+08ns, 0,3462
+2.77175e+08ns, 0,3462
+2.772e+08ns, 0,3462
+2.77225e+08ns, 0,3462
+2.7725e+08ns, 0,3462
+2.77275e+08ns, 0,3462
+2.773e+08ns, 0,3462
+2.77325e+08ns, 0,3462
+2.7735e+08ns, 0,3462
+2.77375e+08ns, 0,3462
+2.774e+08ns, 0,3462
+2.77425e+08ns, 0,3462
+2.7745e+08ns, 0,3462
+2.77475e+08ns, 0,3462
+2.775e+08ns, 0,3462
+2.77525e+08ns, 0,3462
+2.7755e+08ns, 0,3462
+2.77575e+08ns, 0,3462
+2.776e+08ns, 0,3462
+2.77625e+08ns, 0,3462
+2.7765e+08ns, 0,3462
+2.77675e+08ns, 0,3462
+2.777e+08ns, 0,3462
+2.77725e+08ns, 0,3462
+2.7775e+08ns, 0,3462
+2.77775e+08ns, 0,3462
+2.778e+08ns, 0,3462
+2.77825e+08ns, 0,3462
+2.7785e+08ns, 0,3462
+2.77875e+08ns, 0,3462
+2.779e+08ns, 0,3462
+2.77925e+08ns, 0,3462
+2.7795e+08ns, 0,3462
+2.77975e+08ns, 0,3462
+2.78e+08ns, 0,3462
+2.78025e+08ns, 0,3462
+2.7805e+08ns, 0,3462
+2.78075e+08ns, 0,3462
+2.781e+08ns, 0,3462
+2.78125e+08ns, 0,3462
+2.7815e+08ns, 0,3462
+2.78175e+08ns, 0,3462
+2.782e+08ns, 0,3462
+2.78225e+08ns, 0,3462
+2.7825e+08ns, 0,3462
+2.78275e+08ns, 0,3462
+2.783e+08ns, 0,3462
+2.78325e+08ns, 0,3462
+2.7835e+08ns, 0,3462
+2.78375e+08ns, 0,3462
+2.784e+08ns, 0,3462
+2.78425e+08ns, 0,3462
+2.7845e+08ns, 0,3462
+2.78475e+08ns, 0,3462
+2.785e+08ns, 0,3462
+2.78525e+08ns, 0,3462
+2.7855e+08ns, 0,3464
+2.78575e+08ns, 0,3465
+2.786e+08ns, 0,3465
+2.78625e+08ns, 0,3467
+2.7865e+08ns, 0,3469
+2.78675e+08ns, 0,3469
+2.787e+08ns, 0,3471
+2.78725e+08ns, 0,3472
+2.7875e+08ns, 0,3473
+2.78775e+08ns, 0,3473
+2.788e+08ns, 0,3473
+2.78825e+08ns, 0,3473
+2.7885e+08ns, 0,3473
+2.78875e+08ns, 0,3473
+2.789e+08ns, 0,3473
+2.78925e+08ns, 0,3473
+2.7895e+08ns, 0,3474
+2.78975e+08ns, 0,3474
+2.79e+08ns, 0,3474
+2.79025e+08ns, 0,3474
+2.7905e+08ns, 0,3475
+2.79075e+08ns, 0,3476
+2.791e+08ns, 0,3477
+2.79125e+08ns, 0,3477
+2.7915e+08ns, 0,3477
+2.79175e+08ns, 0,3478
+2.792e+08ns, 0,3481
+2.79225e+08ns, 0,3481
+2.7925e+08ns, 0,3482
+2.79275e+08ns, 0,3483
+2.793e+08ns, 0,3485
+2.79325e+08ns, 0,3487
+2.7935e+08ns, 0,3487
+2.79375e+08ns, 0,3488
+2.794e+08ns, 0,3490
+2.79425e+08ns, 0,3490
+2.7945e+08ns, 0,3490
+2.79475e+08ns, 0,3490
+2.795e+08ns, 0,3492
+2.79525e+08ns, 0,3493
+2.7955e+08ns, 0,3493
+2.79575e+08ns, 0,3494
+2.796e+08ns, 0,3494
+2.79625e+08ns, 0,3495
+2.7965e+08ns, 0,3497
+2.79675e+08ns, 0,3497
+2.797e+08ns, 0,3497
+2.79725e+08ns, 0,3497
+2.7975e+08ns, 0,3497
+2.79775e+08ns, 0,3497
+2.798e+08ns, 0,3497
+2.79825e+08ns, 0,3497
+2.7985e+08ns, 0,3497
+2.79875e+08ns, 0,3497
+2.799e+08ns, 0,3497
+2.79925e+08ns, 0,3497
+2.7995e+08ns, 0,3497
+2.79975e+08ns, 0,3497
+2.8e+08ns, 0,3497
+2.80025e+08ns, 0,3497
+2.8005e+08ns, 0,3497
+2.80075e+08ns, 0,3500
+2.801e+08ns, 0,3500
+2.80125e+08ns, 0,3500
+2.8015e+08ns, 0,3500
+2.80175e+08ns, 0,3500
+2.802e+08ns, 0,3500
+2.80225e+08ns, 0,3500
+2.8025e+08ns, 0,3500
+2.80275e+08ns, 0,3500
+2.803e+08ns, 0,3500
+2.80325e+08ns, 0,3500
+2.8035e+08ns, 0,3500
+2.80375e+08ns, 0,3500
+2.804e+08ns, 0,3500
+2.80425e+08ns, 0,3500
+2.8045e+08ns, 0,3500
+2.80475e+08ns, 0,3500
+2.805e+08ns, 0,3500
+2.80525e+08ns, 0,3500
+2.8055e+08ns, 0,3500
+2.80575e+08ns, 0,3500
+2.806e+08ns, 0,3500
+2.80625e+08ns, 0,3500
+2.8065e+08ns, 0,3500
+2.80675e+08ns, 0,3500
+2.807e+08ns, 0,3500
+2.80725e+08ns, 0,3500
+2.8075e+08ns, 0,3500
+2.80775e+08ns, 0,3500
+2.808e+08ns, 0,3500
+2.80825e+08ns, 0,3500
+2.8085e+08ns, 0,3500
+2.80875e+08ns, 0,3500
+2.809e+08ns, 0,3500
+2.80925e+08ns, 0,3500
+2.8095e+08ns, 0,3500
+2.80975e+08ns, 0,3500
+2.81e+08ns, 0,3501
+2.81025e+08ns, 0,3502
+2.8105e+08ns, 0,3502
+2.81075e+08ns, 0,3503
+2.811e+08ns, 0,3503
+2.81125e+08ns, 0,3503
+2.8115e+08ns, 0,3507
+2.81175e+08ns, 0,3508
+2.812e+08ns, 0,3508
+2.81225e+08ns, 0,3508
+2.8125e+08ns, 0,3508
+2.81275e+08ns, 0,3508
+2.813e+08ns, 0,3508
+2.81325e+08ns, 0,3508
+2.8135e+08ns, 0,3508
+2.81375e+08ns, 0,3508
+2.814e+08ns, 0,3508
+2.81425e+08ns, 0,3508
+2.8145e+08ns, 0,3508
+2.81475e+08ns, 0,3509
+2.815e+08ns, 0,3510
+2.81525e+08ns, 0,3510
+2.8155e+08ns, 0,3512
+2.81575e+08ns, 0,3513
+2.816e+08ns, 0,3513
+2.81625e+08ns, 0,3515
+2.8165e+08ns, 0,3515
+2.81675e+08ns, 0,3516
+2.817e+08ns, 0,3517
+2.81725e+08ns, 0,3517
+2.8175e+08ns, 0,3517
+2.81775e+08ns, 0,3518
+2.818e+08ns, 0,3520
+2.81825e+08ns, 0,3522
+2.8185e+08ns, 0,3523
+2.81875e+08ns, 0,3523
+2.819e+08ns, 0,3523
+2.81925e+08ns, 0,3523
+2.8195e+08ns, 0,3524
+2.81975e+08ns, 0,3524
+2.82e+08ns, 0,3524
+2.82025e+08ns, 0,3524
+2.8205e+08ns, 0,3524
+2.82075e+08ns, 0,3524
+2.821e+08ns, 0,3524
+2.82125e+08ns, 0,3524
+2.8215e+08ns, 0,3524
+2.82175e+08ns, 0,3524
+2.822e+08ns, 0,3524
+2.82225e+08ns, 0,3524
+2.8225e+08ns, 0,3524
+2.82275e+08ns, 0,3524
+2.823e+08ns, 0,3524
+2.82325e+08ns, 0,3524
+2.8235e+08ns, 0,3524
+2.82375e+08ns, 0,3524
+2.824e+08ns, 0,3524
+2.82425e+08ns, 0,3524
+2.8245e+08ns, 0,3524
+2.82475e+08ns, 0,3524
+2.825e+08ns, 0,3524
+2.82525e+08ns, 0,3524
+2.8255e+08ns, 0,3524
+2.82575e+08ns, 0,3524
+2.826e+08ns, 0,3524
+2.82625e+08ns, 0,3524
+2.8265e+08ns, 0,3524
+2.82675e+08ns, 0,3524
+2.827e+08ns, 0,3524
+2.82725e+08ns, 0,3524
+2.8275e+08ns, 0,3524
+2.82775e+08ns, 0,3524
+2.828e+08ns, 0,3524
+2.82825e+08ns, 0,3524
+2.8285e+08ns, 0,3524
+2.82875e+08ns, 0,3524
+2.829e+08ns, 0,3524
+2.82925e+08ns, 0,3524
+2.8295e+08ns, 0,3524
+2.82975e+08ns, 0,3524
+2.83e+08ns, 0,3524
+2.83025e+08ns, 0,3524
+2.8305e+08ns, 0,3524
+2.83075e+08ns, 0,3524
+2.831e+08ns, 0,3524
+2.83125e+08ns, 0,3524
+2.8315e+08ns, 0,3524
+2.83175e+08ns, 0,3524
+2.832e+08ns, 0,3525
+2.83225e+08ns, 0,3525
+2.8325e+08ns, 0,3528
+2.83275e+08ns, 0,3529
+2.833e+08ns, 0,3531
+2.83325e+08ns, 0,3533
+2.8335e+08ns, 0,3534
+2.83375e+08ns, 0,3534
+2.834e+08ns, 0,3534
+2.83425e+08ns, 0,3534
+2.8345e+08ns, 0,3534
+2.83475e+08ns, 0,3534
+2.835e+08ns, 0,3534
+2.83525e+08ns, 0,3534
+2.8355e+08ns, 0,3535
+2.83575e+08ns, 0,3535
+2.836e+08ns, 0,3536
+2.83625e+08ns, 0,3536
+2.8365e+08ns, 0,3536
+2.83675e+08ns, 0,3537
+2.837e+08ns, 0,3537
+2.83725e+08ns, 0,3537
+2.8375e+08ns, 0,3538
+2.83775e+08ns, 0,3539
+2.838e+08ns, 0,3542
+2.83825e+08ns, 0,3543
+2.8385e+08ns, 0,3546
+2.83875e+08ns, 0,3546
+2.839e+08ns, 0,3546
+2.83925e+08ns, 0,3548
+2.8395e+08ns, 0,3549
+2.83975e+08ns, 0,3550
+2.84e+08ns, 0,3550
+2.84025e+08ns, 0,3550
+2.8405e+08ns, 0,3550
+2.84075e+08ns, 0,3552
+2.841e+08ns, 0,3554
+2.84125e+08ns, 0,3556
+2.8415e+08ns, 0,3558
+2.84175e+08ns, 0,3559
+2.842e+08ns, 0,3559
+2.84225e+08ns, 0,3559
+2.8425e+08ns, 0,3559
+2.84275e+08ns, 0,3559
+2.843e+08ns, 0,3559
+2.84325e+08ns, 0,3559
+2.8435e+08ns, 0,3559
+2.84375e+08ns, 0,3559
+2.844e+08ns, 0,3559
+2.84425e+08ns, 0,3559
+2.8445e+08ns, 0,3559
+2.84475e+08ns, 0,3559
+2.845e+08ns, 0,3559
+2.84525e+08ns, 0,3559
+2.8455e+08ns, 0,3559
+2.84575e+08ns, 0,3559
+2.846e+08ns, 0,3559
+2.84625e+08ns, 0,3559
+2.8465e+08ns, 0,3559
+2.84675e+08ns, 0,3559
+2.847e+08ns, 0,3559
+2.84725e+08ns, 0,3559
+2.8475e+08ns, 0,3559
+2.84775e+08ns, 0,3559
+2.848e+08ns, 0,3559
+2.84825e+08ns, 0,3559
+2.8485e+08ns, 0,3559
+2.84875e+08ns, 0,3559
+2.849e+08ns, 0,3559
+2.84925e+08ns, 0,3559
+2.8495e+08ns, 0,3559
+2.84975e+08ns, 0,3559
+2.85e+08ns, 0,3559
+2.85025e+08ns, 0,3559
+2.8505e+08ns, 0,3559
+2.85075e+08ns, 0,3559
+2.851e+08ns, 0,3559
+2.85125e+08ns, 0,3559
+2.8515e+08ns, 0,3559
+2.85175e+08ns, 0,3559
+2.852e+08ns, 0,3559
+2.85225e+08ns, 0,3559
+2.8525e+08ns, 0,3559
+2.85275e+08ns, 0,3559
+2.853e+08ns, 0,3559
+2.85325e+08ns, 0,3559
+2.8535e+08ns, 0,3559
+2.85375e+08ns, 0,3559
+2.854e+08ns, 0,3559
+2.85425e+08ns, 0,3559
+2.8545e+08ns, 0,3559
+2.85475e+08ns, 0,3559
+2.855e+08ns, 0,3559
+2.85525e+08ns, 0,3559
+2.8555e+08ns, 0,3559
+2.85575e+08ns, 0,3559
+2.856e+08ns, 0,3559
+2.85625e+08ns, 0,3559
+2.8565e+08ns, 0,3560
+2.85675e+08ns, 0,3561
+2.857e+08ns, 0,3562
+2.85725e+08ns, 0,3563
+2.8575e+08ns, 0,3563
+2.85775e+08ns, 0,3563
+2.858e+08ns, 0,3564
+2.85825e+08ns, 0,3564
+2.8585e+08ns, 0,3565
+2.85875e+08ns, 0,3565
+2.859e+08ns, 0,3569
+2.85925e+08ns, 0,3569
+2.8595e+08ns, 0,3571
+2.85975e+08ns, 0,3571
+2.86e+08ns, 0,3571
+2.86025e+08ns, 0,3572
+2.8605e+08ns, 0,3574
+2.86075e+08ns, 0,3576
+2.861e+08ns, 0,3576
+2.86125e+08ns, 0,3576
+2.8615e+08ns, 0,3576
+2.86175e+08ns, 0,3576
+2.862e+08ns, 0,3578
+2.86225e+08ns, 0,3578
+2.8625e+08ns, 0,3578
+2.86275e+08ns, 0,3578
+2.863e+08ns, 0,3578
+2.86325e+08ns, 0,3578
+2.8635e+08ns, 0,3579
+2.86375e+08ns, 0,3579
+2.864e+08ns, 0,3580
+2.86425e+08ns, 0,3580
+2.8645e+08ns, 0,3581
+2.86475e+08ns, 0,3581
+2.865e+08ns, 0,3581
+2.86525e+08ns, 0,3581
+2.8655e+08ns, 0,3581
+2.86575e+08ns, 0,3581
+2.866e+08ns, 0,3581
+2.86625e+08ns, 0,3581
+2.8665e+08ns, 0,3581
+2.86675e+08ns, 0,3581
+2.867e+08ns, 0,3581
+2.86725e+08ns, 0,3581
+2.8675e+08ns, 0,3581
+2.86775e+08ns, 0,3581
+2.868e+08ns, 0,3581
+2.86825e+08ns, 0,3581
+2.8685e+08ns, 0,3581
+2.86875e+08ns, 0,3581
+2.869e+08ns, 0,3581
+2.86925e+08ns, 0,3581
+2.8695e+08ns, 0,3581
+2.86975e+08ns, 0,3581
+2.87e+08ns, 0,3581
+2.87025e+08ns, 0,3581
+2.8705e+08ns, 0,3581
+2.87075e+08ns, 0,3581
+2.871e+08ns, 0,3581
+2.87125e+08ns, 0,3581
+2.8715e+08ns, 0,3581
+2.87175e+08ns, 0,3581
+2.872e+08ns, 0,3581
+2.87225e+08ns, 0,3581
+2.8725e+08ns, 0,3581
+2.87275e+08ns, 0,3581
+2.873e+08ns, 0,3581
+2.87325e+08ns, 0,3581
+2.8735e+08ns, 0,3581
+2.87375e+08ns, 0,3581
+2.874e+08ns, 0,3581
+2.87425e+08ns, 0,3581
+2.8745e+08ns, 0,3581
+2.87475e+08ns, 0,3581
+2.875e+08ns, 0,3581
+2.87525e+08ns, 0,3581
+2.8755e+08ns, 0,3581
+2.87575e+08ns, 0,3581
+2.876e+08ns, 0,3581
+2.87625e+08ns, 0,3581
+2.8765e+08ns, 0,3581
+2.87675e+08ns, 0,3581
+2.877e+08ns, 0,3581
+2.87725e+08ns, 0,3581
+2.8775e+08ns, 0,3581
+2.87775e+08ns, 0,3581
+2.878e+08ns, 0,3581
